survey_year,survey_quarter,month_start_date,region,main_activity,region_of_residence,country_of_residence,age_group,LifeStage,transport_type,place_visits,place_spend,sample
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,55-64,Older Independents,Bus/Coach/taxi,38882.24085,2334996.157,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,16-24,Younger Independents,"Train, underground train, tram",50388.2731,8195330.519,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,55-64,Older Independents,Bus/Coach/taxi,23862.36328,2077860.27,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,35-44,Families,Private motor vehicle,184704.4827,40573149.2,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,35-44,Families,Bus/Coach/taxi,319577.9911,17820794.53,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,45-54,Families,Private motor vehicle,87873.51416,6259324.625,2
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,32896.28654,724357.8821,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,61289.71683,2453755.238,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,55-64,Older Independents,Bus/Coach/taxi,30297.93952,985553.2374,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,75744.8488,14282940.76,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,Took part in hobbies and interests,West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,45249.02154,0,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,Took part in hobbies and interests,West of Scotland,Scotland,45-54,Families,Private motor vehicle,28616.17527,0,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,Took part in hobbies and interests,West of Scotland,Scotland,35-44,Families,Private motor vehicle,39947.24889,759668.4849,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,41421.15611,0,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,16-24,Younger Independents,"Train, underground train, tram",43413.80978,4888369.83,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,55-64,Older Independents,Bus/Coach/taxi,77764.4817,11830647.2,2
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,Visited friends or relatives,East of Scotland,Scotland,55-64,Older Independents,"Train, underground train, tram",95071.55781,2428732.804,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,35-44,Families,Private motor vehicle,358704.6118,3640036.594,2
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,55-64,Older Independents,"Train, underground train, tram",75187.08818,662766.547,2
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,Visited friends or relatives,East of Scotland,Scotland,45-54,Older Independents,Bus/Coach/taxi,29950.3545,599536.4561,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,61289.71683,3067194.048,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,77764.4817,3580327.44,2
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,Visited friends or relatives,East of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,50388.2731,4538952.288,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,133247.1884,1000237.081,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,Went sightseeing and exploring areas,West of Scotland,Scotland,25-34,Families,Bus/Coach/taxi,203620.597,1188836.509,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",52062.91735,9119062.294,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,30297.93952,697468.4449,1
2022,QTR 4,01/10/2022,Glasgow & Clyde Valley,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",West of Scotland,Scotland,35-44,Families,Private motor vehicle,135558.6317,407035.2905,1
2022,QTR 4,01/10/2022,Highlands & Islands,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,51875.69981,7788231.66,1
2022,QTR 4,01/10/2022,Highlands & Islands,Took part in hobbies and interests,London,England,16-24,Younger Independents,"Train, underground train, tram",176307.1803,5293889.695,1
2022,QTR 4,01/10/2022,Highlands & Islands,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,29950.3545,1303991.792,1
2022,QTR 4,01/10/2022,Highlands & Islands,Visited friends or relatives,East of England,England,35-44,Older Independents,Private motor vehicle,96499.53509,2897544.465,1
2022,QTR 4,01/10/2022,Highlands & Islands,Visited friends or relatives,East of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,45310.30228,1587262.067,1
2022,QTR 4,01/10/2022,Highlands & Islands,Visited friends or relatives,East of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,100776.5462,8624009.346,1
2022,QTR 4,01/10/2022,Highlands & Islands,Visited friends or relatives,West of Scotland,Scotland,35-44,Families,Private motor vehicle,99868.12221,11494983.65,1
2022,QTR 4,01/10/2022,Highlands & Islands,Visited friends or relatives,East of Scotland,Scotland,35-44,Families,Private motor vehicle,58707.47713,1615882.379,1
2022,QTR 4,01/10/2022,Highlands & Islands,Went sightseeing and exploring areas,West of Scotland,Scotland,25-34,Families,Private motor vehicle,39846.0295,1196437.29,1
2022,QTR 4,01/10/2022,Highlands & Islands,Went sightseeing and exploring areas,South West,England,16-24,Younger Independents,Private motor vehicle,138091.036,4146392.173,1
2022,QTR 4,01/10/2022,Highlands & Islands,Went sightseeing and exploring areas,West of Scotland,Scotland,35-44,Families,Private motor vehicle,133157.4963,6663758.639,1
2022,QTR 4,01/10/2022,Highlands & Islands,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North West,England,55-64,Families,"Train, underground train, tram",61972.4335,1860816.029,1
2022,QTR 4,01/10/2022,Highlands & Islands,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,45-54,Families,"Train, underground train, tram",53665.78384,805698.1559,1
2022,QTR 4,01/10/2022,Highlands & Islands,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North of Scotland,Scotland,25-34,Families,Private motor vehicle,104125.8347,2084357.096,1
2022,QTR 4,01/10/2022,Perthshire,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,61289.71683,398735.2262,1
2022,QTR 4,01/10/2022,Perthshire,Visited friends or relatives,South East,England,25-34,Families,Private motor vehicle,89435.14203,2685425.381,1
2022,QTR 4,01/10/2022,Stirling & Forth Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,38615.43977,0,1
2022,QTR 4,01/10/2022,Stirling & Forth Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,35-44,Families,Bus/Coach/taxi,319577.9911,1370830.349,1
2022,QTR 4,01/10/2022,Stirling & Forth Valley,"Took part in a health or wellbeing experience (e.g. spa, retreat, gym etc.)",East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,43714.3745,349012.4226,1
2022,QTR 4,01/10/2022,Stirling & Forth Valley,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",29382.21381,646979.9605,1
2022,QTR 4,01/10/2022,Stirling & Forth Valley,Visited friends or relatives,West of Scotland,Scotland,16-24,Younger Independents,"Train, underground train, tram",50388.2731,554760.8351,1
2022,QTR 4,01/10/2022,Stirling & Forth Valley,Visited friends or relatives,West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,41421.15611,0,1
2022,QTR 4,01/10/2022,Stirling & Forth Valley,Went sightseeing and exploring areas,West of Scotland,Scotland,25-34,Families,Bus/Coach/taxi,203620.597,1188836.509,1
2022,QTR 4,01/10/2022,Stirling & Forth Valley,Went sightseeing and exploring areas,West of Scotland,Scotland,25-34,Families,Private motor vehicle,39846.0295,0,1
2022,QTR 4,01/10/2022,Stirling & Forth Valley,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,77230.87954,2318973.945,1
2022,QTR 4,01/11/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",North of Scotland,Scotland,35-44,Families,"Walk, Bicycle",60548.92241,1818072.956,1
2022,QTR 4,01/11/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",East Midlands,England,16-24,Younger Independents,Private motor vehicle,75016.55821,2252485.598,1
2022,QTR 4,01/11/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",North of Scotland,Scotland,55-64,Older Independents,"Walk, Bicycle",39398.25627,788661.481,1
2022,QTR 4,01/11/2022,"Aberdeen, Aberdeenshire & Moray Speyside",Visited friends or relatives,East of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,65459.07433,2882744.615,1
2022,QTR 4,01/11/2022,"Aberdeen, Aberdeenshire & Moray Speyside",Visited friends or relatives,East of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,141661.9323,7089356.225,1
2022,QTR 4,01/11/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",North of Scotland,Scotland,25-34,Younger Independents,Bus/Coach/taxi,52422.99858,2098773.073,1
2022,QTR 4,01/11/2022,Argyll & the Isles,Visited friends or relatives,South of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,55430.18219,3051354.241,1
2022,QTR 4,01/11/2022,Ayrshire & Arran,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,39398.25627,295748.0554,1
2022,QTR 4,01/11/2022,Ayrshire & Arran,Visited friends or relatives,East of Scotland,Scotland,55-64,Older Independents,Bus/Coach/taxi,39469.44829,837491.7746,1
2022,QTR 4,01/11/2022,Ayrshire & Arran,Visited friends or relatives,East of Scotland,Scotland,35-44,Families,Private motor vehicle,150731.2728,7543223.999,1
2022,QTR 4,01/11/2022,Dumfries & Galloway,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",South of Scotland,Scotland,35-44,Families,Private motor vehicle,226096.9093,0,1
2022,QTR 4,01/11/2022,Dumfries & Galloway,Visited friends or relatives,North East,England,65-74,Retirement Age,Private motor vehicle,166833.7928,3172643.376,1
2022,QTR 4,01/11/2022,Dumfries & Galloway,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,35-44,Families,Private motor vehicle,123527.9989,17000110.25,1
2022,QTR 4,01/11/2022,Dundee & Angus,Visited friends or relatives,East of Scotland,Scotland,25-34,Families,Private motor vehicle,52843.84181,0,1
2022,QTR 4,01/11/2022,Dundee & Angus,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",East of Scotland,Scotland,35-44,Families,Private motor vehicle,52267.68437,1377598.718,1
2022,QTR 4,01/11/2022,Edinburgh & the Lothians,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",South East,England,45-54,Older Independents,Other,226238.7014,6793159.121,1
2022,QTR 4,01/11/2022,Edinburgh & the Lothians,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,60548.92241,1318102.893,1
